UniqueID,DateOfBite,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
914,6/13/2016,TERRIER,1,M,TRUE,Brooklyn,11222
915,6/11/2016,AMERICAN BULLY,3,F,TRUE,Brooklyn,11228
916,6/10/2016,PIT BULL,3,M,FALSE,Brooklyn,11236
917,6/14/2016,POODLE,NA,U,FALSE,Brooklyn,11208
918,6/15/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11208
919,6/14/2016,PIT BULL,NA,U,FALSE,Brooklyn,11224
920,6/12/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11207
921,6/16/2016,AMERICAN PIT BULL,2,F,TRUE,Brooklyn,11234
922,6/17/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11226
923,6/7/2016,BORDER COLLIE,1,M,TRUE,Brooklyn,11221
924,6/12/2016,DACHSHUND,6,M,TRUE,Brooklyn,11215
925,6/17/2016,YORKSHIRE TERRIER,2,M,FALSE,Brooklyn,11220
926,6/21/2016,CHIHUAHUA,9,M,TRUE,Brooklyn,11204
927,6/20/2016,BULL DOG,NA,U,FALSE,Brooklyn,11207
928,6/20/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11215
929,6/21/2016,SHIH TZU,1,M,FALSE,Brooklyn,11237
930,6/21/2016,MIXED BREED,6,F,FALSE,Brooklyn,11208
931,6/22/2016,OTHER,NA,U,FALSE,Brooklyn,11236
932,6/22/2016,AMERICAN PIT BULL,2,U,FALSE,Brooklyn,11209
933,5/25/2016,GERMAN SHEPHERD,NA,M,TRUE,Brooklyn,11234
934,6/23/2016,CHIHUAHUA,8,M,FALSE,Brooklyn,11203
935,6/22/2016,LHASA APSO,3,M,FALSE,Brooklyn,11227
936,6/23/2016,ROTTWEILER,NA,U,FALSE,Brooklyn,11206
937,6/23/2016,ROTTWEILER,NA,U,FALSE,Brooklyn,11206
938,6/23/2016,AMERICAN PIT BULL,6,F,TRUE,Brooklyn,11213
939,6/24/2016,AMERICAN STAFF,3,M,TRUE,Brooklyn,11249
940,6/27/2016,NEWFOUNDLAND,3,F,FALSE,Brooklyn,11209
941,6/26/2016,AMERICAN PIT BULL,1,M,TRUE,Brooklyn,11233
942,6/18/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11209
943,6/22/2016,BICHON FRISE,5,M,TRUE,Brooklyn,11215
944,6/29/2016,JACK RUSS,8,M,TRUE,Brooklyn,11232
945,6/29/2016,PIT BULL,NA,U,FALSE,Brooklyn,11215
946,6/25/2016,LABRADOR,9,M,TRUE,Brooklyn,11215
947,6/25/2016,AMERICAN PIT BULL,1,M,TRUE,Brooklyn,11215
948,6/29/2016,OTHER,NA,U,FALSE,Brooklyn,11215
949,6/30/2016,LAB,8,M,FALSE,Brooklyn,11220
950,7/3/2016,BOXER,8,M,FALSE,Brooklyn,11204
951,7/3/2016,BELGIAN TURVUREN,4,F,TRUE,Brooklyn,11218
952,7/4/2016,OTHER,NA,U,FALSE,Brooklyn,11216
953,7/2/2016,AMERICAN STAFF,9,M,FALSE,Brooklyn,11233
954,6/19/2016,PIT BULL,NA,U,FALSE,Brooklyn,11239
955,6/20/2016,OTHER,NA,U,FALSE,Brooklyn,11212
956,7/2/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11231
957,7/2/2016,OTHER,NA,U,FALSE,Brooklyn,11223
958,7/7/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11206
959,6/24/2016,BULL DOG,3,M,TRUE,Brooklyn,11225
960,7/10/2016,BRUSSEL,5,M,FALSE,Brooklyn,11208
961,7/10/2016,CHOW CHOW,4,M,FALSE,Brooklyn,11224
962,7/6/2016,ROTTWEILER,NA,U,FALSE,Brooklyn,11214
963,7/4/2016,PIT BULL,NA,U,FALSE,Brooklyn,11235
964,7/2/2016,GERMAN SHEPHERD,1,F,TRUE,Brooklyn,11204
965,7/8/2016,AMERICAN STAFF,2,M,TRUE,Brooklyn,11249
966,7/8/2016,LABRADOR,NA,U,FALSE,Brooklyn,11214
967,7/9/2016,Silky Terrier,2,M,TRUE,Brooklyn,11235
968,7/13/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11208
969,7/7/2016,PIT BULL,NA,U,FALSE,Brooklyn,11228
970,7/6/2016,OTHER,NA,M,FALSE,Brooklyn,11210
971,7/12/2016,DACHSHUND,NA,U,FALSE,Brooklyn,11214
972,7/14/2016,Silky Terrier,3,M,FALSE,Brooklyn,11204
973,7/14/2016,MINI,8,M,TRUE,Brooklyn,11205
974,7/16/2016,POMERANIAN,5,M,TRUE,Brooklyn,11237
975,7/15/2016,BULL DOG,NA,U,FALSE,Brooklyn,11206
976,7/18/2016,PIT BULL,NA,M,FALSE,Brooklyn,11224
977,7/16/2016,OTHER,NA,U,FALSE,Brooklyn,11229
978,7/19/2016,GREAT DANE,1,F,TRUE,Brooklyn,11220
979,7/11/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11215
980,7/17/2016,BOSTON TERRIER,1,M,FALSE,Brooklyn,11233
981,7/19/2016,MASTIFF,4,M,FALSE,Brooklyn,11216
982,7/20/2016,AMERICAN PIT BULL,1,M,FALSE,Brooklyn,11208
983,7/13/2016,MIXED BREED,3,F,FALSE,Brooklyn,11214
984,7/22/2016,SHEPHERD,1,M,TRUE,Brooklyn,11209
985,7/23/2016,SHIBA INU,9,M,TRUE,Brooklyn,11211
986,7/25/2016,PIT BULL,NA,U,FALSE,Brooklyn,11235
987,7/21/2016,PIT BULL,NA,U,FALSE,Brooklyn,11208
988,7/25/2016,SIBERIAN HUSKY,1,M,FALSE,Brooklyn,11214
989,7/23/2016,ALASKAN,0.8,M,FALSE,Brooklyn,11234
990,7/23/2016,CATAHOULA,4,F,TRUE,Brooklyn,11209
991,7/23/2016,GERMAN SHEPHERD,7,M,TRUE,Brooklyn,11231
992,7/25/2016,MIXED BREED,NA,U,FALSE,Brooklyn,11211
993,7/24/2016,ROTTWEILER,0.75,M,TRUE,Brooklyn,11228
994,6/26/2016,PIT BULL,NA,U,FALSE,Brooklyn,11207
995,7/17/2016,OTHER,NA,U,FALSE,Brooklyn,11201
996,7/27/2016,AMERICAN PIT BULL,10,F,FALSE,Brooklyn,11211
997,7/22/2016,PIT BULL,NA,U,FALSE,Brooklyn,11206
998,7/15/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11210
999,7/28/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11209
1000,6/15/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11222
1001,7/27/2016,MALTESE,7,M,FALSE,Brooklyn,11239
1002,7/15/2016,OTHER,NA,U,FALSE,Brooklyn,11207
1003,7/28/2016,GREYHOUND,NA,U,FALSE,Brooklyn,11216
1004,7/16/2016,PIT BULL,NA,M,FALSE,Brooklyn,11207
1005,7/12/2016,ROTTWEILER,NA,M,FALSE,Brooklyn,11226
1006,7/30/2016,MALTESE,3,F,FALSE,Brooklyn,11208
1007,7/29/2016,POMERANIAN,5,M,FALSE,Brooklyn,11213
1008,7/17/2016,LOWCHEN,13,M,TRUE,Brooklyn,11239
1009,7/31/2016,OTHER,5,M,TRUE,Brooklyn,11225
1010,7/29/2016,STAFFORDSHIRE TERR,4,M,TRUE,Brooklyn,11233
1011,8/3/2016,COCKER SPANIEL,0.3,M,FALSE,Brooklyn,11229
1012,8/1/2016,OTHER,NA,U,FALSE,Brooklyn,11229
1013,7/23/2016,SHIH TZU,2,F,FALSE,Brooklyn,11220
1014,7/24/2016,OTHER,NA,U,FALSE,Brooklyn,11203
1015,7/28/2016,BOXER,9,M,TRUE,Brooklyn,11215
1016,8/3/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11220
1017,8/4/2016,SHIH TZU,0.2,F,FALSE,Brooklyn,11211
1018,8/1/2016,PIT BULL,NA,U,FALSE,Brooklyn,11208
1019,8/1/2016,SHICHI,2,M,TRUE,Brooklyn,11213
1020,8/2/2016,PIT BULL,NA,U,FALSE,Brooklyn,11226
1021,6/20/2016,AMERICAN PIT BULL,2,M,TRUE,Brooklyn,11205
1022,8/6/2016,STAFFORDSHIRE TERR,2,M,FALSE,Brooklyn,11233
1023,8/5/2016,PIT BULL,1,M,FALSE,Brooklyn,11234
1024,8/6/2016,MINI,1,M,TRUE,Brooklyn,11221
1025,8/7/2016,ROTTWEILER,NA,U,FALSE,Brooklyn,11233
1026,8/8/2016,ROTTWEILER,NA,U,FALSE,Brooklyn,11233
1027,8/7/2016,MIXED BREED,NA,F,TRUE,Brooklyn,11216
1028,8/8/2016,PIT BULL,NA,M,FALSE,Brooklyn,11203
1029,8/8/2016,PIT BULL,NA,M,FALSE,Brooklyn,11212
1030,8/7/2016,AMERICAN PIT BULL,6,M,FALSE,Brooklyn,11208
1031,8/5/2016,PIT BULL,NA,U,FALSE,Brooklyn,11210
1032,8/12/2016,POODLE,2,M,FALSE,Brooklyn,11228
1033,8/10/2016,PIT BULL,5,M,TRUE,Brooklyn,11221
1034,8/10/2016,PIT BULL,NA,U,FALSE,Brooklyn,11223
1035,8/13/2016,SHIH TZU,6,F,FALSE,Brooklyn,11234
1036,8/5/2016,LABRADOR,2,F,FALSE,Brooklyn,11213
1037,8/12/2016,AMERICAN PIT BULL,1,M,FALSE,Brooklyn,11206
1038,8/13/2016,CHOW CHOW,7,F,TRUE,Brooklyn,11217
1039,8/9/2016,PIT BULL,NA,U,FALSE,Brooklyn,11233
1040,8/13/2016,LABRADOR,10,M,FALSE,Brooklyn,11208
1041,8/14/2016,PIT BULL,NA,U,FALSE,Brooklyn,11236
1042,8/16/2016,AMERICAN PIT BULL,1,F,FALSE,Brooklyn,11212
1043,8/14/2016,HUSKY,NA,U,FALSE,Brooklyn,11222
1044,8/8/2016,PIT BULL,NA,U,FALSE,Brooklyn,11224
1045,8/7/2016,CATAHOULA,2,M,TRUE,Brooklyn,11230
1046,8/16/2016,PIT BULL,NA,U,FALSE,Brooklyn,11238
1047,8/14/2016,LABRADOR,17,M,TRUE,Brooklyn,11234
1048,8/13/2016,OTHER,NA,U,FALSE,Brooklyn,11207
1049,8/13/2016,GERMAN SHEPHERD,0.6,M,FALSE,Brooklyn,11237
1050,8/17/2016,PIT BULL,NA,U,FALSE,Brooklyn,11237
1051,8/17/2016,BULL DOG,3,M,FALSE,Brooklyn,11232
1052,8/17/2016,GOLDEN RETREIVER,4,M,TRUE,Brooklyn,11235
1053,8/18/2016,OTHER,NA,U,FALSE,Brooklyn,11221
1054,8/19/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11218
1055,8/17/2016,PIT BULL,NA,U,FALSE,Brooklyn,11211
1056,8/21/2016,SHIH TZU,6,M,FALSE,Brooklyn,11209
1057,8/20/2016,OTHER,NA,U,FALSE,Brooklyn,11222
1058,8/22/2016,AMERICAN PIT BULL,6,F,FALSE,Brooklyn,11208
1059,8/18/2016,BICHON FRISE,9,M,TRUE,Brooklyn,11220
1060,8/20/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11220
1061,8/10/2016,LAB,7,F,TRUE,Brooklyn,11222
1062,8/20/2016,TERRIER,1,M,FALSE,Brooklyn,11209
1063,8/24/2016,MALTESE,3,M,FALSE,Brooklyn,11233
1065,8/28/2016,AMERICAN PIT BULL,4,F,FALSE,Brooklyn,11206
1066,8/28/2016,AMERICAN PIT BULL,4,F,FALSE,Brooklyn,11206
1067,8/25/2016,AMERICAN PIT BULL,4,M,TRUE,Brooklyn,11204
1068,8/1/2016,TERRIER,NA,U,FALSE,Brooklyn,11229
1069,8/28/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11208
1070,8/25/2016,OTHER,NA,U,FALSE,Brooklyn,11224
1071,8/28/2016,BASENJI,7,M,TRUE,Brooklyn,11211
1072,8/25/2016,CANE,6,M,FALSE,Brooklyn,11203
1073,8/28/2016,AMERICAN PIT BULL,2,F,TRUE,Brooklyn,11231
1074,8/30/2016,PIT BULL,4,M,TRUE,Brooklyn,11206
1075,8/23/2016,AMERICAN PIT BULL,1,F,FALSE,Brooklyn,11226
1076,8/30/2016,POODLE,5,M,FALSE,Brooklyn,11226
1077,8/27/2016,MALTESE,4,M,TRUE,Brooklyn,11214
1078,8/21/2016,RHODESIAN RIDGEBACK,NA,U,FALSE,Brooklyn,11215
1079,8/25/2016,GERMAN SHEPHERD,3,F,TRUE,Brooklyn,11223
1080,9/2/2016,SHIBA INU,0.9,M,FALSE,Brooklyn,11234
1081,9/5/2016,PIT BULL,4,F,FALSE,Brooklyn,11233
1082,9/1/2016,PIT BULL,NA,U,FALSE,Brooklyn,11225
1083,9/5/2016,PIT BULL,7,M,TRUE,Brooklyn,11221
1084,9/5/2016,PIT BULL,7,M,FALSE,Brooklyn,11221
1085,9/2/2016,CHIHUAHUA,10,M,TRUE,Brooklyn,11234
1086,9/2/2016,POMERANIAN,9,M,FALSE,Brooklyn,11204
1087,9/3/2016,MALTESE,8,M,FALSE,Brooklyn,11220
1088,9/3/2016,OTHER,NA,U,FALSE,Brooklyn,11235
1089,8/23/2016,COCKER SPANIEL,7,M,TRUE,Brooklyn,11249
1090,9/7/2016,POMERANIAN,2,M,TRUE,Brooklyn,11221
1091,6/4/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11216
1092,8/27/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11204
1093,9/9/2016,JACK RUSS,5,M,FALSE,Brooklyn,11238
1094,9/11/2016,SCHNAUZER,3,F,TRUE,Brooklyn,11215
1095,9/10/2016,POMERANIAN,5,F,FALSE,Brooklyn,11235
1096,9/10/2016,WEST HIGHLAND,1,M,TRUE,Brooklyn,11229
1097,9/10/2016,OTHER,NA,U,FALSE,Brooklyn,11211
1098,9/6/2016,AMERICAN PIT BULL,4,M,FALSE,Brooklyn,11208
1099,9/8/2016,PIT BULL,NA,U,FALSE,Brooklyn,11226
1100,9/11/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11232
1101,9/11/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11217
1102,9/14/2016,PEKINGESE,3,F,FALSE,Brooklyn,11208
1103,6/18/2016,YORKSHIRE TERRIER,NA,U,FALSE,Brooklyn,11207
1104,7/19/2016,PEKINGESE,0.8,F,TRUE,Brooklyn,11233
1105,6/9/2016,WESTIE,2,M,TRUE,Brooklyn,11213
1106,9/14/2016,MIXED BREED,NA,U,FALSE,Brooklyn,11201
1107,9/17/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11236
1108,9/18/2016,AKITA,2,M,FALSE,Brooklyn,11207
1109,9/6/2016,MIXED BREED,2,F,FALSE,Brooklyn,11204
1110,9/17/2016,MASTIFF,3,M,FALSE,Brooklyn,11226
1111,9/19/2016,LHASA APSO,5,M,TRUE,Brooklyn,11215
1112,9/8/2016,OTHER,NA,U,FALSE,Brooklyn,11225
1113,9/20/2016,OTHER,NA,U,FALSE,Brooklyn,11221
1114,9/21/2016,LABRADOR,2,M,TRUE,Brooklyn,11225
1115,9/22/2016,JACK RUSS,NA,U,FALSE,Brooklyn,11229
1116,9/20/2016,MIXED BREED,NA,U,FALSE,Brooklyn,11235
1117,9/23/2016,SHIBA INU,NA,U,FALSE,Brooklyn,11219
1118,9/25/2016,BEAGLE,NA,U,FALSE,Brooklyn,11249
1119,9/13/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11212
1120,9/24/2016,GERMAN SHEPHERD,9,F,TRUE,Brooklyn,11206
1121,9/23/2016,MALTIPOO,4,M,TRUE,Brooklyn,11207
1122,9/13/2016,PIT BULL,5,M,FALSE,Brooklyn,11203
1123,9/26/2016,BOSTON TERRIER,2,M,FALSE,Brooklyn,11229
1124,9/26/2016,BOSTON TERRIER,2,M,FALSE,Brooklyn,11229
1125,9/27/2016,MALTESE,0.8,M,TRUE,Brooklyn,11214
1126,9/25/2016,PIT BULL,NA,U,FALSE,Brooklyn,11215
1127,9/24/2016,MIXED BREED,NA,U,FALSE,Brooklyn,11211
1128,9/27/2016,AMERICAN BULLY,0.2,M,FALSE,Brooklyn,11233
1129,9/28/2016,AMERICAN STAFF,1,F,FALSE,Brooklyn,11208
1130,9/27/2016,AMERICAN PIT BULL,9,M,TRUE,Brooklyn,11237
1131,9/28/2016,SHIH TZU,NA,U,FALSE,Brooklyn,11214
1132,9/18/2016,GERMAN SHEPHERD,8,M,TRUE,Brooklyn,11234
1133,9/29/2016,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11211
1134,9/29/2016,MIXED BREED,1,M,TRUE,Brooklyn,11201
1135,10/2/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11223
1136,9/30/2016,BICHON FRISE,4,M,TRUE,Brooklyn,11215
1137,9/30/2016,OTHER,NA,U,FALSE,Brooklyn,11218
1138,9/23/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11207
1139,10/3/2016,PIT BULL,NA,U,FALSE,Brooklyn,11231
1140,9/24/2016,PIT BULL,NA,U,FALSE,Brooklyn,11216
1141,10/1/2016,MIXED BREED,NA,U,FALSE,Brooklyn,11215
1142,10/1/2016,JACK RUSS,10,M,TRUE,Brooklyn,11234
1143,9/27/2016,GERMAN SHEPHERD,2,M,TRUE,Brooklyn,11220
1144,10/2/2016,BULL DOG,NA,U,FALSE,Brooklyn,11211
1145,10/3/2016,OTHER,NA,U,FALSE,Brooklyn,11208
1146,10/1/2016,PIT BULL,1,M,FALSE,Brooklyn,11206
1147,10/4/2016,POODLE,3,M,FALSE,Brooklyn,11221
1148,10/5/2016,BEAGLE,1,M,TRUE,Brooklyn,11226
1149,10/5/2016,SCHNAUZER,1,M,FALSE,Brooklyn,11213
1150,1/1/2016,OTHER,NA,U,FALSE,Brooklyn,11234
1151,10/6/2016,SHIH TZU,NA,U,FALSE,Brooklyn,11230
1152,9/30/2016,PIT BULL,1,M,FALSE,Brooklyn,11208
1153,10/3/2016,AMERICAN PIT BULL,3,F,TRUE,Brooklyn,11233
1154,10/7/2016,SHIH TZU,NA,U,FALSE,Brooklyn,11220
1155,10/9/2016,AMERICAN PIT BULL,8,M,TRUE,Brooklyn,11231
1156,10/10/2016,OTHER,NA,U,FALSE,Brooklyn,11238
1157,10/12/2016,QUEENSLAND BLUE HEALER,1,M,TRUE,Brooklyn,11218
1158,10/9/2016,OTHER,NA,U,FALSE,Brooklyn,11215
1159,9/23/2016,YORKSHIRE TERRIER,5,F,TRUE,Brooklyn,11226
1160,10/12/2016,BULL DOG,7,M,TRUE,Brooklyn,11220
1161,10/12/2016,MIXED BREED,4,M,TRUE,Brooklyn,11249
1162,10/12/2016,GERMAN SHEPHERD,10,M,TRUE,Brooklyn,11222
1163,10/6/2016,PIT BULL,NA,U,FALSE,Brooklyn,11203
1164,10/13/2016,PIT BULL,NA,U,FALSE,Brooklyn,11223
1165,10/11/2016,GERMAN SHEPHERD,8,F,FALSE,Brooklyn,11212
1166,9/26/2016,GERMAN SHEPHERD,NA,U,FALSE,Brooklyn,11223
1167,10/3/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11219
1168,10/19/2016,OTHER,NA,U,FALSE,Brooklyn,11203
1169,9/7/2016,PIT BULL,NA,U,FALSE,Brooklyn,11207
1170,10/19/2016,CHIHUAHUA,6,M,TRUE,Brooklyn,11230
1171,10/18/2016,GERMAN SHEPHERD,8,M,FALSE,Brooklyn,11214
1172,10/19/2016,MALTESE,NA,M,FALSE,Brooklyn,11207
1173,9/16/2016,PIT BULL,NA,U,FALSE,Brooklyn,11207
1174,10/14/2016,TERRIER,4,F,FALSE,Brooklyn,11215
1175,9/15/2016,YORKSHIRE TERRIER,3,M,TRUE,Brooklyn,11221
1176,9/14/2016,PIT BULL,NA,U,FALSE,Brooklyn,11212
1177,10/23/2016,PIT BULL,5,F,FALSE,Brooklyn,11226
1178,10/23/2016,PIT BULL,5,F,FALSE,Brooklyn,11226
1179,10/22/2016,OTHER,NA,U,FALSE,Brooklyn,11220
1180,10/22/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11207
1181,10/21/2016,PIT BULL,NA,U,FALSE,Brooklyn,11206
1182,10/24/2016,BULL DOG,3,M,TRUE,Brooklyn,11201
1183,10/24/2016,CHIHUAHUA,8,F,FALSE,Brooklyn,11208
1184,10/25/2016,LHASA APSO,6,M,TRUE,Brooklyn,11243
1185,10/24/2016,SHIH TZU,7,M,TRUE,Brooklyn,11201
1186,10/25/2016,POMERANIAN,NA,U,FALSE,Brooklyn,11218
1187,10/22/2016,OTHER,NA,U,FALSE,Brooklyn,11229
1188,10/27/2016,OTHER,NA,U,FALSE,Brooklyn,11214
1189,10/28/2016,MALTESE,2,M,TRUE,Brooklyn,11216
1190,10/28/2016,CHIHUAHUA,12,M,TRUE,Brooklyn,11220
1191,10/29/2016,ITALIAN MASTIFF,1,F,TRUE,Brooklyn,11201
1192,10/27/2016,SHIH TZU,11,M,TRUE,Brooklyn,11229
1193,10/18/2016,AMERICAN PIT BULL,0.7,F,FALSE,Brooklyn,11208
1194,10/8/2016,BEAGLE,9,M,TRUE,Brooklyn,11205
1195,10/16/2016,OTHER,NA,U,FALSE,Brooklyn,11212
1196,11/2/2016,CHIHUAHUA,13,M,FALSE,Brooklyn,11206
1197,11/4/2016,COCKER SPANIEL,1,M,TRUE,Brooklyn,11214
1198,11/6/2016,OTHER,NA,U,FALSE,Brooklyn,11231
1199,10/29/2016,BULL DOG,6,M,FALSE,Brooklyn,11217
1200,10/24/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11208
1201,10/29/2016,AMERICAN PIT BULL,5,M,FALSE,Brooklyn,11220
1202,10/29/2016,AMERICAN PIT BULL,5,M,FALSE,Brooklyn,11220
1203,10/29/2016,AMERICAN PIT BULL,5,M,FALSE,Brooklyn,11220
1204,11/7/2016,GOLDEN RETREIVER,4,M,TRUE,Brooklyn,11215
1205,11/8/2016,ROTTWEILER,2,M,TRUE,Brooklyn,11201
1206,10/29/2016,AMERICAN PIT BULL,3,M,TRUE,Brooklyn,11208
1207,11/4/2016,OTHER,NA,U,FALSE,Brooklyn,11221
1208,11/10/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11228
1209,11/3/2016,PIT BULL,NA,U,FALSE,Brooklyn,11235
1210,10/15/2016,SHIH TZU,0.1,F,FALSE,Brooklyn,11207
1211,11/12/2016,AMERICAN PIT BULL,2,M,FALSE,Brooklyn,11208
1212,11/11/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11208
1213,11/12/2016,AMERICAN PIT BULL,4,F,TRUE,Brooklyn,11220
1214,11/11/2016,OTHER,NA,U,FALSE,Brooklyn,11209
1215,11/13/2016,SHIH TZU,8,M,TRUE,Brooklyn,11203
1216,11/14/2016,OTHER,NA,U,FALSE,Brooklyn,11238
1217,11/16/2016,PIT BULL,4,M,TRUE,Brooklyn,11205
1218,11/10/2016,PIT BULL,NA,U,FALSE,Brooklyn,11222
1219,11/14/2016,OTHER,NA,U,FALSE,Brooklyn,11217
1220,11/20/2016,BEAGLE,3,M,TRUE,Brooklyn,11214
1221,11/18/2016,PIT BULL,NA,U,FALSE,Brooklyn,11208
1222,11/20/2016,OTHER,NA,U,FALSE,Brooklyn,11236
1223,11/8/2016,MINIATURE PINSCHER,7,F,FALSE,Brooklyn,11207
1224,10/23/2016,PIT BULL,NA,U,FALSE,Brooklyn,11222
1225,11/18/2016,OTHER,NA,U,FALSE,Brooklyn,11231
1226,11/17/2016,CANE,6,M,FALSE,Brooklyn,11212
1227,11/22/2016,HAVANESE,2,M,TRUE,Brooklyn,11217
1228,11/24/2016,BULL DOG,1,M,FALSE,Brooklyn,11208
1229,11/21/2016,PIT BULL,NA,F,FALSE,Brooklyn,11237
1230,11/22/2016,GERMAN SHEPHERD,8,M,FALSE,Brooklyn,11217
1231,11/26/2016,SHIBA INU,2,F,FALSE,Brooklyn,11209
1232,9/2/2016,OTHER,NA,U,FALSE,Brooklyn,11233
1233,11/25/2016,MALTESE,11,F,FALSE,Brooklyn,11235
1234,11/19/2016,PIT BULL,8,M,TRUE,Brooklyn,11216
1235,11/27/2016,CHIHUAHUA,2,M,FALSE,Brooklyn,11223
1236,11/28/2016,MINIATURE PINSCHER,14,F,FALSE,Brooklyn,11234
1237,11/29/2016,CAIRN TERRIER,5,M,TRUE,Brooklyn,11229
1238,12/1/2016,GREYHOUND,5,F,TRUE,Brooklyn,11249
1239,12/2/2016,SIBERIAN HUSKY,0.75,F,TRUE,Brooklyn,11208
1240,11/29/2016,MASTIFF,NA,U,FALSE,Brooklyn,11221
1241,12/3/2016,LABRADOR,3,F,TRUE,Brooklyn,11201
1242,12/3/2016,AMERICAN PIT BULL,NA,M,TRUE,Brooklyn,11223
1243,12/5/2016,LABRADOR,5,M,TRUE,Brooklyn,11231
1244,12/3/2016,LABRADOR,2,F,TRUE,Brooklyn,11215
1245,11/24/2016,CHIHUAHUA,NA,U,FALSE,Brooklyn,11218
1246,12/6/2016,PIT BULL,NA,U,FALSE,Brooklyn,11223
1247,12/2/2016,OTHER,NA,U,FALSE,Brooklyn,11201
1248,12/6/2016,PIT BULL,7,M,TRUE,Brooklyn,11220
1249,11/4/2016,GERMAN SHEPHERD,8,M,TRUE,Brooklyn,11214
1250,12/8/2016,BORDER COLLIE,4,F,TRUE,Brooklyn,11205
1251,12/10/2016,PIT BULL,4,F,TRUE,Brooklyn,11234
1252,12/9/2016,JACK RUSS,NA,U,FALSE,Brooklyn,11218
1253,12/2/2016,SCHNAUZER,2,M,FALSE,Brooklyn,11226
1254,12/14/2016,LABRADOR,NA,U,FALSE,Brooklyn,11218
1255,12/14/2016,OTHER,5,F,TRUE,Brooklyn,11215
1256,12/14/2016,AUSTRALIAN CATTLE,7,M,TRUE,Brooklyn,11230
1257,12/16/2016,MIXED BREED,1,M,FALSE,Brooklyn,11237
1258,12/19/2016,SHIBA INU,6,M,TRUE,Brooklyn,11238
1259,12/19/2016,AMERICAN PIT BULL,4,M,FALSE,Brooklyn,11225
1260,12/20/2016,PIT BULL,NA,U,FALSE,Brooklyn,11238
1261,12/20/2016,PIT BULL,NA,U,FALSE,Brooklyn,11238
1262,12/22/2016,CHIHUAHUA,3,F,TRUE,Brooklyn,11224
1263,12/24/2016,BEAGLE,6,M,TRUE,Brooklyn,11234
1264,12/26/2016,PIT BULL,NA,U,FALSE,Brooklyn,11236
1265,12/25/2016,SHIH TZU,2,F,FALSE,Brooklyn,11213
1266,12/27/2016,AMERICAN PIT BULL,3,M,FALSE,Brooklyn,11205
1267,12/28/2016,OTHER,NA,U,FALSE,Brooklyn,11201
1268,12/29/2016,YORKSHIRE TERRIER,NA,U,FALSE,Brooklyn,11207
1269,12/30/2016,AMERICAN PIT BULL,5,F,FALSE,Brooklyn,11238
1270,1/2/2017,LABRADOR,2,M,FALSE,Brooklyn,11231
1271,12/31/2016,LHASA APSO,8,M,TRUE,Brooklyn,11210
1272,1/2/2017,LHASA APSO,8,M,TRUE,Brooklyn,11211
1273,12/31/2016,MALTESE,5,M,FALSE,Brooklyn,11230
1274,12/12/2016,PIT BULL,3,M,TRUE,Brooklyn,11206
1275,12/28/2016,PIT BULL,NA,U,FALSE,Brooklyn,11213
1276,1/4/2017,PIT BULL,NA,U,FALSE,Brooklyn,11219
1277,1/7/2017,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11216
1278,1/10/2017,JACK RUSS,10,M,TRUE,Brooklyn,11216
1279,1/6/2017,AMERICAN PIT BULL,NA,U,FALSE,Brooklyn,11229
1280,1/10/2017,PIT BULL,NA,U,FALSE,Brooklyn,11216
1281,1/9/2017,PIT BULL,NA,U,FALSE,Brooklyn,11206
