AnimalGender,Borough,LicenseIssuedDate,LicenseExpiredDate,Latitude,Longitude
M,Manhattan,10/11/2016,11/07/2017,40.72596,-73.99834
M,Manhattan,10/11/2016,11/29/2017,40.798502,-73.96811
M,Manhattan,10/11/2016,10/11/2017,40.848764,-73.93496
F,Manhattan,10/11/2016,10/28/2017,40.826201,-73.94879
M,Manhattan,10/11/2016,10/11/2021,40.798502,-73.96811
F,Manhattan,10/11/2016,11/29/2017,40.732509,-73.98935
F,Manhattan,10/11/2016,10/11/2017,40.776099,-73.98285
F,Staten Island,10/11/2016,10/11/2017,40.543117,-74.17628
F,Staten Island,10/11/2016,11/23/2017,40.551353,-74.15098
F,Staten Island,10/11/2016,10/11/2017,40.569394,-74.11785
F,Manhattan,10/11/2016,10/22/2017,40.752159,-73.97231
M,Manhattan,10/11/2016,10/11/2017,40.720666,-74.00526
M,Manhattan,10/11/2016,08/13/2017,40.759015,-73.96732
M,Manhattan,10/11/2016,10/31/2017,40.72596,-73.99834
M,Manhattan,10/11/2016,10/11/2017,40.786387,-73.97709
M,Manhattan,10/11/2016,10/11/2017,40.741012,-74.00012
F,Manhattan,10/11/2016,10/11/2017,40.798502,-73.96811
M,Manhattan,10/11/2016,11/09/2017,40.734718,-74.00532
F,Manhattan,10/11/2016,10/11/2017,40.734718,-74.00532
M,Staten Island,10/11/2016,11/25/2017,40.508274,-74.24387
F,Manhattan,10/11/2016,10/03/2017,40.739022,-73.98205
F,Bronx,10/11/2016,08/21/2017,40.805968,-73.91628
F,Manhattan,10/11/2016,10/11/2017,40.858704,-73.92853
F,Manhattan,10/11/2016,10/11/2017,40.714754,-74.00721
M,Staten Island,10/11/2016,10/11/2017,40.599021,-74.07503
M,Manhattan,10/11/2016,12/03/2017,40.786387,-73.97709
F,Staten Island,10/11/2016,10/11/2017,40.599021,-74.07503
F,Manhattan,10/11/2016,10/11/2017,40.74618,-73.97759
F,Manhattan,10/11/2016,10/11/2017,40.791586,-73.94575
M,Manhattan,10/11/2016,10/11/2017,40.759511,-73.99019
M,Manhattan,10/11/2016,10/11/2017,40.812665,-73.95499
M,Staten Island,10/11/2016,08/30/2017,40.606337,-74.14513
M,Manhattan,10/11/2016,08/14/2017,40.781894,-73.95039
M,Manhattan,10/11/2016,03/31/2017,40.71704,-73.987
M,Manhattan,10/11/2016,10/11/2017,40.776099,-73.98285
M,Manhattan,10/11/2016,10/27/2017,40.739022,-73.98205
M,Manhattan,10/11/2016,12/01/2017,40.765714,-73.9856
M,Manhattan,10/11/2016,10/08/2017,40.798502,-73.96811
F,Manhattan,10/11/2016,12/15/2017,40.802395,-73.93359
F,Manhattan,10/11/2016,10/11/2017,40.727093,-73.97864
M,Staten Island,10/11/2016,11/17/2017,40.529749,-74.21304
F,Staten Island,10/11/2016,10/01/2018,40.508274,-74.24387
M,Manhattan,10/11/2016,10/31/2017,40.734718,-74.00532
M,Staten Island,10/11/2016,06/23/2017,40.63212,-74.11551
M,Staten Island,10/11/2016,10/22/2017,40.606337,-74.14513
F,Staten Island,10/11/2016,10/11/2017,40.599021,-74.07503
M,Manhattan,10/11/2016,08/30/2017,40.71704,-73.987
F,Staten Island,10/11/2016,06/10/2017,40.63212,-74.11551
F,Manhattan,10/11/2016,10/11/2018,40.709677,-74.00365
M,Manhattan,10/11/2016,12/31/2017,40.72596,-73.99834
F,Staten Island,10/11/2016,10/11/2019,40.606337,-74.14513
F,Staten Island,10/11/2016,10/11/2017,40.60787,-74.08991
F,Manhattan,10/11/2016,10/11/2017,40.781894,-73.95039
F,Manhattan,10/11/2016,10/11/2017,40.76842,-73.96045
M,Manhattan,10/11/2016,11/23/2017,40.727093,-73.97864
F,Manhattan,10/11/2016,08/28/2017,40.802395,-73.93359
F,Manhattan,10/11/2016,10/11/2017,40.734718,-74.00532
M,Manhattan,10/11/2016,10/29/2017,40.867653,-73.92
F,Manhattan,10/11/2016,09/26/2017,40.786387,-73.97709
M,Manhattan,10/11/2016,11/30/2017,40.781894,-73.95039
M,Staten Island,10/11/2016,06/23/2017,40.63212,-74.11551
M,Manhattan,10/12/2016,10/30/2017,40.776777,-73.9541
M,Manhattan,10/12/2016,01/09/2017,40.709677,-74.00365
F,Manhattan,10/12/2016,11/10/2017,40.709677,-74.00365
F,Manhattan,10/12/2016,10/12/2017,40.765714,-73.9856
F,Staten Island,10/12/2016,11/25/2017,40.606337,-74.14513
M,Manhattan,10/12/2016,09/25/2017,40.812665,-73.95499
F,Manhattan,10/12/2016,11/10/2017,40.786387,-73.97709
M,Manhattan,10/12/2016,11/04/2017,40.752159,-73.97231
F,Manhattan,10/12/2016,10/12/2017,40.741012,-74.00012
F,Staten Island,10/12/2016,10/06/2018,40.508274,-74.24387
M,Manhattan,10/12/2016,10/31/2017,40.776777,-73.9541
F,Manhattan,10/12/2016,10/12/2017,40.786387,-73.97709
M,Staten Island,10/12/2016,10/12/2017,40.508274,-74.24387
F,Manhattan,10/12/2016,08/30/2017,40.798502,-73.96811
M,Manhattan,10/12/2016,11/04/2017,40.71704,-73.987
M,Manhattan,10/12/2016,10/25/2017,40.739022,-73.98205
F,Staten Island,10/12/2016,10/30/2017,40.551353,-74.15098
M,Manhattan,10/12/2016,09/19/2017,40.813385,-73.93616
M,Manhattan,10/12/2016,10/12/2017,40.813385,-73.93616
F,Manhattan,10/12/2016,09/29/2017,40.798502,-73.96811
M,Manhattan,10/12/2016,12/03/2017,40.776099,-73.98285
M,Staten Island,10/12/2016,11/23/2017,40.551353,-74.15098
M,Manhattan,10/12/2016,10/12/2017,40.798502,-73.96811
F,Manhattan,10/12/2016,08/04/2017,40.798502,-73.96811
M,Manhattan,10/12/2016,10/31/2017,40.840686,-73.94154
M,Manhattan,10/12/2016,11/12/2017,40.791586,-73.94575
M,Manhattan,10/12/2016,11/12/2017,40.765714,-73.9856
M,Manhattan,10/12/2016,09/19/2017,40.813385,-73.93616
M,Manhattan,10/12/2016,10/12/2017,40.714754,-74.00721
F,Manhattan,10/12/2016,10/30/2017,40.781894,-73.95039
F,Manhattan,10/12/2016,11/30/2017,40.786387,-73.97709
F,Manhattan,10/12/2016,11/10/2017,40.786387,-73.97709
F,Staten Island,10/12/2016,10/12/2017,40.543117,-74.17628
F,Manhattan,10/12/2016,10/12/2017,40.707467,-74.0178
F,Manhattan,10/12/2016,12/01/2017,40.776099,-73.98285
M,Manhattan,10/12/2016,11/30/2017,40.759015,-73.96732
F,Manhattan,10/12/2016,10/04/2017,40.727093,-73.97864
M,Manhattan,10/12/2016,10/31/2017,40.727093,-73.97864
F,Manhattan,10/12/2016,10/12/2017,40.812665,-73.95499
M,Manhattan,10/12/2016,11/04/2017,40.802395,-73.93359
M,Bronx,10/12/2016,10/23/2017,40.819729,-73.9223
M,Manhattan,10/12/2016,11/26/2017,40.732509,-73.98935
M,Manhattan,10/12/2016,10/12/2019,40.741012,-74.00012
M,Manhattan,10/12/2016,10/12/2018,40.759511,-73.99019
M,Manhattan,10/12/2016,10/18/2017,40.776777,-73.9541
M,Manhattan,10/12/2016,10/31/2017,40.781894,-73.95039
M,Manhattan,10/12/2016,10/12/2017,40.776099,-73.98285
M,Manhattan,10/12/2016,11/18/2017,40.786387,-73.97709
F,Staten Island,10/12/2016,09/28/2017,40.551353,-74.15098
M,Manhattan,10/12/2016,10/12/2017,40.776777,-73.9541
F,Bronx,10/12/2016,10/12/2017,40.819729,-73.9223
F,Manhattan,10/12/2016,10/12/2017,40.750742,-73.99653
F,Manhattan,10/12/2016,09/26/2019,40.76842,-73.96045
F,Manhattan,10/12/2016,11/10/2017,40.741012,-74.00012
F,Manhattan,10/12/2016,12/02/2017,40.759511,-73.99019
F,Staten Island,10/12/2016,11/19/2017,40.543117,-74.17628
M,Manhattan,10/12/2016,10/29/2017,40.813385,-73.93616
M,Manhattan,10/12/2016,10/25/2017,40.739022,-73.98205
F,Manhattan,10/12/2016,11/04/2017,40.741012,-74.00012
M,Manhattan,10/12/2016,10/12/2017,40.776099,-73.98285
M,Staten Island,10/12/2016,10/12/2017,40.543117,-74.17628
F,Manhattan,10/12/2016,10/30/2017,40.791586,-73.94575
F,Bronx,10/12/2016,10/12/2017,40.805968,-73.91628
M,Manhattan,10/12/2016,10/12/2017,40.798502,-73.96811
M,Manhattan,10/12/2016,10/12/2017,40.709677,-74.00365
M,Staten Island,10/12/2016,10/27/2017,40.606337,-74.14513
F,Manhattan,10/12/2016,08/25/2017,40.798502,-73.96811
F,Manhattan,10/12/2016,10/28/2017,40.858704,-73.92853
M,Manhattan,10/12/2016,10/30/2017,40.812665,-73.95499
F,Manhattan,10/12/2016,08/15/2017,40.786387,-73.97709
F,Manhattan,10/12/2016,10/30/2017,40.752159,-73.97231
F,Manhattan,10/12/2016,10/12/2017,40.781894,-73.95039
F,Manhattan,10/12/2016,11/12/2017,40.867653,-73.92
F,Manhattan,10/12/2016,11/17/2017,40.765714,-73.9856
F,Staten Island,10/13/2016,11/29/2017,40.529749,-74.21304
M,Manhattan,10/13/2016,10/26/2017,40.798502,-73.96811
M,Staten Island,10/13/2016,12/06/2017,40.569394,-74.11785
M,Manhattan,10/13/2016,11/29/2017,40.74618,-73.97759
F,Manhattan,10/13/2016,11/23/2017,40.750742,-73.99653
M,Manhattan,10/13/2016,10/13/2017,40.826201,-73.94879
M,Manhattan,10/13/2016,10/22/2018,40.732509,-73.98935
M,Manhattan,10/13/2016,10/31/2017,40.732509,-73.98935
M,Staten Island,10/13/2016,11/21/2017,40.599021,-74.07503
F,Manhattan,10/13/2016,10/13/2017,40.741012,-74.00012
M,Manhattan,10/13/2016,10/13/2017,40.798502,-73.96811
F,Manhattan,10/13/2016,10/13/2017,40.762174,-73.94917
M,Manhattan,10/13/2016,10/13/2021,40.727093,-73.97864
F,Manhattan,10/13/2016,11/29/2017,40.781894,-73.95039
F,Staten Island,10/13/2016,11/22/2017,40.543117,-74.17628
F,Staten Island,10/13/2016,10/13/2017,40.63212,-74.11551
M,Manhattan,10/13/2016,11/20/2017,40.791586,-73.94575
M,Manhattan,10/13/2016,10/13/2017,40.727093,-73.97864
M,Manhattan,10/13/2016,10/03/2017,40.791586,-73.94575
F,Staten Island,10/13/2016,11/24/2017,40.569394,-74.11785
F,Manhattan,10/13/2016,10/13/2021,40.765714,-73.9856
M,Manhattan,10/13/2016,10/13/2017,40.71704,-73.987
M,Manhattan,10/13/2016,10/14/2017,40.759015,-73.96732
F,Staten Island,10/13/2016,08/30/2017,40.599021,-74.07503
F,Manhattan,10/13/2016,11/04/2017,40.71704,-73.987
M,Manhattan,10/13/2016,10/30/2017,40.786387,-73.97709
F,Manhattan,10/13/2016,11/05/2017,40.759015,-73.96732
F,Manhattan,10/13/2016,11/28/2017,40.750742,-73.99653
F,Manhattan,10/13/2016,10/01/2017,40.727093,-73.97864
F,Manhattan,10/13/2016,10/13/2017,40.727093,-73.97864
F,Manhattan,10/13/2016,07/14/2017,40.781894,-73.95039
F,Staten Island,10/13/2016,11/25/2017,40.529749,-74.21304
M,Manhattan,10/13/2016,10/30/2017,40.848764,-73.93496
M,Manhattan,10/13/2016,10/20/2017,40.750742,-73.99653
M,Manhattan,10/13/2016,07/18/2017,40.739022,-73.98205
F,Manhattan,10/13/2016,10/13/2017,40.781894,-73.95039
M,Manhattan,10/13/2016,11/16/2017,40.802853,-73.95471
M,Manhattan,10/13/2016,11/28/2017,40.786387,-73.97709
M,Manhattan,10/13/2016,10/20/2017,40.826181,-73.9371
F,Manhattan,10/13/2016,10/10/2017,40.765714,-73.9856
F,Manhattan,10/13/2016,10/13/2017,40.759511,-73.99019
F,Manhattan,10/13/2016,09/01/2017,40.741012,-74.00012
M,Manhattan,10/13/2016,08/30/2017,40.750742,-73.99653
M,Manhattan,10/13/2016,11/19/2017,40.71704,-73.987
F,Manhattan,10/13/2016,10/13/2017,40.776099,-73.98285
M,Manhattan,10/13/2016,11/24/2019,40.732509,-73.98935
M,Manhattan,10/13/2016,12/02/2017,40.741012,-74.00012
F,Manhattan,10/13/2016,11/29/2017,40.786387,-73.97709
F,Manhattan,10/13/2016,11/09/2017,40.732509,-73.98935
F,Manhattan,10/13/2016,11/30/2017,40.776777,-73.9541
M,Manhattan,10/13/2016,08/30/2018,40.741012,-74.00012
M,Staten Island,10/13/2016,12/06/2017,40.569394,-74.11785
F,Manhattan,10/13/2016,10/13/2017,40.727093,-73.97864
F,Manhattan,10/13/2016,10/28/2017,40.739022,-73.98205
F,Manhattan,10/13/2016,01/13/2018,40.781894,-73.95039
F,Staten Island,10/13/2016,10/21/2017,40.508274,-74.24387
F,Manhattan,10/13/2016,11/24/2017,40.781894,-73.95039
M,Staten Island,10/13/2016,12/06/2017,40.60787,-74.08991
F,Manhattan,10/13/2016,09/05/2017,40.750742,-73.99653
F,Manhattan,10/13/2016,11/25/2017,40.765714,-73.9856
F,Manhattan,10/13/2016,10/13/2017,40.759015,-73.96732
F,Manhattan,10/13/2016,10/13/2017,40.802395,-73.93359
M,Staten Island,10/13/2016,10/30/2017,40.543117,-74.17628
M,Staten Island,10/13/2016,11/23/2017,40.606337,-74.14513
M,Manhattan,10/13/2016,11/28/2017,40.76842,-73.96045
M,Manhattan,10/13/2016,11/30/2017,40.776777,-73.9541
F,Manhattan,10/13/2016,10/13/2018,40.786387,-73.97709
F,Manhattan,10/13/2016,10/13/2017,40.727093,-73.97864
M,Manhattan,10/13/2016,08/18/2017,40.750742,-73.99653
M,Manhattan,10/13/2016,11/30/2017,40.741012,-74.00012
F,Manhattan,10/13/2016,11/22/2017,40.776777,-73.9541
F,Manhattan,10/13/2016,10/13/2017,40.818151,-73.94351
F,Manhattan,10/13/2016,08/28/2017,40.765714,-73.9856
M,Staten Island,10/13/2016,10/13/2018,40.543117,-74.17628
F,Staten Island,10/13/2016,10/13/2017,40.529749,-74.21304
M,Staten Island,10/13/2016,11/26/2017,40.543117,-74.17628
F,Manhattan,10/13/2016,10/03/2018,40.858704,-73.92853
M,Manhattan,10/13/2016,12/06/2017,40.71704,-73.987
M,Manhattan,10/13/2016,11/29/2017,40.734718,-74.00532
F,Staten Island,10/13/2016,12/02/2017,40.529749,-74.21304
F,Manhattan,10/13/2016,10/13/2017,40.759511,-73.99019
F,Bronx,10/13/2016,10/13/2017,40.853017,-73.91214
M,Manhattan,10/13/2016,12/05/2017,40.739022,-73.98205
M,Staten Island,10/13/2016,10/13/2017,40.529749,-74.21304
F,Manhattan,10/13/2016,11/16/2017,40.781894,-73.95039
F,Manhattan,10/13/2016,10/28/2017,40.71704,-73.987
M,Staten Island,10/13/2016,10/13/2017,40.569394,-74.11785
M,Manhattan,10/13/2016,10/13/2017,40.786387,-73.97709
F,Manhattan,10/13/2016,10/13/2018,40.765714,-73.9856
F,Manhattan,10/13/2016,10/13/2017,40.791586,-73.94575
F,Manhattan,10/13/2016,10/03/2017,40.791586,-73.94575
M,Staten Island,10/13/2016,10/26/2017,40.551353,-74.15098
M,Staten Island,10/13/2016,10/13/2017,40.543117,-74.17628
F,Manhattan,10/13/2016,10/13/2017,40.840686,-73.94154
F,Manhattan,10/13/2016,11/24/2019,40.732509,-73.98935
M,Manhattan,10/13/2016,10/13/2017,40.798502,-73.96811
F,Staten Island,10/13/2016,07/03/2017,40.529749,-74.21304
M,Manhattan,10/13/2016,11/09/2017,40.74618,-73.97759
F,Manhattan,10/13/2016,10/27/2017,40.74618,-73.97759
F,Staten Island,10/13/2016,10/13/2017,40.569394,-74.11785
M,Bronx,10/14/2016,10/19/2017,40.838745,-73.92234
M,Staten Island,10/14/2016,11/25/2017,40.543117,-74.17628
F,Manhattan,10/14/2016,11/30/2017,40.76842,-73.96045
M,Manhattan,10/14/2016,11/04/2017,40.741012,-74.00012
M,Staten Island,10/14/2016,09/30/2017,40.60787,-74.08991
M,Manhattan,10/14/2016,11/22/2017,40.732509,-73.98935
F,Manhattan,10/14/2016,11/19/2017,40.765714,-73.9856
F,Manhattan,10/14/2016,10/02/2017,40.802853,-73.95471
F,Manhattan,10/14/2016,09/29/2017,40.765714,-73.9856
M,Manhattan,10/14/2016,10/09/2017,40.858704,-73.92853
M,Staten Island,10/14/2016,10/15/2017,40.606337,-74.14513
F,Manhattan,10/14/2016,10/14/2021,40.76842,-73.96045
F,Manhattan,10/14/2016,11/19/2017,40.791586,-73.94575
F,Staten Island,10/14/2016,10/30/2017,40.529749,-74.21304
F,Manhattan,10/14/2016,10/05/2017,40.727093,-73.97864
F,Manhattan,10/14/2016,11/30/2017,40.727093,-73.97864
M,Manhattan,10/14/2016,09/27/2017,40.71704,-73.987
F,Staten Island,10/14/2016,10/27/2017,40.543117,-74.17628
M,Staten Island,10/14/2016,10/14/2017,40.569394,-74.11785
F,Manhattan,10/14/2016,10/13/2017,40.734718,-74.00532
M,Manhattan,10/14/2016,10/14/2018,40.812665,-73.95499
M,Manhattan,10/14/2016,08/20/2017,40.840686,-73.94154
F,Manhattan,10/14/2016,11/02/2017,40.776777,-73.9541
M,Manhattan,10/14/2016,10/14/2017,40.826201,-73.94879
F,Manhattan,10/14/2016,10/14/2017,40.750742,-73.99653
M,Manhattan,10/14/2016,11/16/2017,40.759015,-73.96732
F,Manhattan,10/14/2016,05/22/2017,40.734718,-74.00532
M,Staten Island,10/14/2016,02/27/2021,40.543117,-74.17628
F,Manhattan,10/14/2016,10/14/2017,40.791586,-73.94575
M,Staten Island,10/14/2016,10/14/2017,40.606337,-74.14513
F,Manhattan,10/14/2016,10/14/2017,40.781894,-73.95039
F,Manhattan,10/14/2016,08/23/2017,40.776099,-73.98285
M,Manhattan,10/14/2016,09/24/2017,40.76842,-73.96045
F,Manhattan,10/14/2016,10/14/2017,40.781894,-73.95039
M,Staten Island,10/14/2016,12/03/2017,40.631775,-74.09432
M,Manhattan,10/14/2016,10/14/2017,40.826201,-73.94879
M,Manhattan,10/14/2016,12/04/2017,40.734718,-74.00532
M,Staten Island,10/14/2016,11/06/2017,40.606337,-74.14513
F,Manhattan,10/14/2016,07/23/2017,40.741012,-74.00012
M,Manhattan,10/14/2016,10/14/2017,40.802853,-73.95471
M,Manhattan,10/14/2016,10/14/2018,40.798502,-73.96811
M,Staten Island,10/14/2016,10/30/2017,40.631775,-74.09432
M,Manhattan,10/14/2016,11/29/2017,40.798502,-73.96811
F,Staten Island,10/14/2016,11/09/2017,40.569394,-74.11785
M,Manhattan,10/14/2016,11/30/2017,40.759015,-73.96732
F,Manhattan,10/14/2016,11/22/2017,40.776099,-73.98285
F,Staten Island,10/14/2016,10/20/2017,40.529749,-74.21304
M,Manhattan,10/14/2016,10/30/2017,40.826201,-73.94879
M,Staten Island,10/14/2016,10/26/2017,40.543117,-74.17628
M,Manhattan,10/14/2016,11/08/2018,40.826181,-73.9371
F,Staten Island,10/14/2016,10/14/2017,40.569394,-74.11785
F,Manhattan,10/14/2016,09/24/2017,40.750742,-73.99653
M,Manhattan,10/14/2016,11/09/2017,40.781894,-73.95039
F,Manhattan,10/14/2016,10/14/2017,40.72596,-73.99834
M,Staten Island,10/14/2016,11/27/2017,40.508274,-74.24387
M,Manhattan,10/14/2016,10/14/2018,40.759015,-73.96732
F,Manhattan,10/14/2016,10/14/2021,40.709677,-74.00365
F,Manhattan,10/14/2016,09/28/2017,40.72596,-73.99834
F,Manhattan,10/14/2016,10/25/2017,40.74618,-73.97759
M,Manhattan,10/14/2016,11/16/2017,40.759511,-73.99019
M,Staten Island,10/14/2016,11/21/2017,40.543117,-74.17628
M,Bronx,10/14/2016,10/13/2017,40.805968,-73.91628
F,Manhattan,10/14/2016,10/14/2017,40.802853,-73.95471
F,Manhattan,10/14/2016,09/29/2017,40.765714,-73.9856
F,Manhattan,10/14/2016,10/14/2017,40.781894,-73.95039
M,Staten Island,10/14/2016,09/06/2017,40.606337,-74.14513
F,Manhattan,10/14/2016,11/11/2017,40.776099,-73.98285
M,Manhattan,10/14/2016,10/14/2017,40.840686,-73.94154
F,Staten Island,10/14/2016,11/09/2017,40.529749,-74.21304
M,Bronx,10/14/2016,08/16/2017,40.805968,-73.91628
F,Manhattan,10/14/2016,10/14/2017,40.759015,-73.96732
F,Manhattan,10/14/2016,10/14/2017,40.71704,-73.987
F,Staten Island,10/14/2016,11/29/2017,40.529749,-74.21304
M,Manhattan,10/14/2016,10/01/2017,40.734718,-74.00532
M,Manhattan,10/14/2016,10/14/2017,40.826201,-73.94879
M,Manhattan,10/14/2016,10/14/2017,40.759511,-73.99019
F,Manhattan,10/14/2016,09/30/2017,40.776099,-73.98285
M,Manhattan,10/14/2016,08/28/2017,40.826201,-73.94879
F,Manhattan,10/14/2016,10/14/2017,40.802853,-73.95471
F,Manhattan,10/14/2016,05/22/2017,40.734718,-74.00532
M,Staten Island,10/14/2016,10/01/2017,40.606337,-74.14513
M,Manhattan,10/14/2016,12/02/2017,40.76842,-73.96045
F,Manhattan,10/14/2016,10/14/2017,40.741012,-74.00012
F,Manhattan,10/14/2016,10/14/2017,40.867653,-73.92
F,Manhattan,10/14/2016,12/05/2017,40.759511,-73.99019
M,Manhattan,10/15/2016,10/15/2017,40.791586,-73.94575
M,Manhattan,10/15/2016,10/15/2017,40.74618,-73.97759
M,Manhattan,10/15/2016,10/15/2017,40.775477,-73.9905
M,Manhattan,10/15/2016,10/15/2017,40.775477,-73.9905
M,Staten Island,10/15/2016,10/15/2017,40.529749,-74.21304
F,Manhattan,10/15/2016,10/15/2017,40.776777,-73.9541
F,Manhattan,10/15/2016,10/15/2017,40.734718,-74.00532
F,Manhattan,10/15/2016,10/15/2017,40.781894,-73.95039
F,Manhattan,10/15/2016,12/11/2016,40.781894,-73.95039
F,Manhattan,10/15/2016,10/15/2017,40.791586,-73.94575
M,Manhattan,10/15/2016,10/15/2017,40.74618,-73.97759
F,Manhattan,10/15/2016,10/15/2017,40.739022,-73.98205
F,Staten Island,10/15/2016,10/15/2017,40.629448,-74.16239
F,Manhattan,10/15/2016,10/15/2021,40.826201,-73.94879
M,Manhattan,10/15/2016,11/05/2017,40.739022,-73.98205
M,Manhattan,10/15/2016,07/28/2017,40.786387,-73.97709
M,Manhattan,10/15/2016,10/15/2017,40.750742,-73.99653
F,Manhattan,10/15/2016,10/15/2017,40.776777,-73.9541
M,Manhattan,10/15/2016,11/29/2017,40.798502,-73.96811
M,Staten Island,10/15/2016,10/22/2017,40.551353,-74.15098
F,Staten Island,10/15/2016,10/15/2017,40.60787,-74.08991
M,Manhattan,10/15/2016,10/12/2021,40.786387,-73.97709
F,Staten Island,10/15/2016,10/22/2017,40.551353,-74.15098
M,Manhattan,10/15/2016,10/15/2018,40.798502,-73.96811
M,Manhattan,10/15/2016,10/15/2017,40.741012,-74.00012
F,Bronx,10/15/2016,10/15/2017,40.805968,-73.91628
M,Manhattan,10/15/2016,10/15/2017,40.781894,-73.95039
M,Manhattan,10/15/2016,10/15/2018,40.74618,-73.97759
M,Manhattan,10/15/2016,10/15/2019,40.765714,-73.9856
M,Manhattan,10/15/2016,10/15/2019,40.765714,-73.9856
F,Staten Island,10/15/2016,10/24/2017,40.631127,-74.13715
M,Manhattan,10/15/2016,08/17/2017,40.776777,-73.9541
F,Manhattan,10/15/2016,11/23/2017,40.706019,-74.00858
M,Staten Island,10/15/2016,10/15/2017,40.599021,-74.07503
M,Manhattan,10/15/2016,09/19/2017,40.759015,-73.96732
F,Manhattan,10/15/2016,10/15/2017,40.858704,-73.92853
F,Manhattan,10/15/2016,10/15/2017,40.781894,-73.95039
F,Manhattan,10/15/2016,10/15/2017,40.765714,-73.9856
M,Manhattan,10/15/2016,10/15/2017,40.812665,-73.95499
M,Manhattan,10/15/2016,10/04/2017,40.776777,-73.9541
F,Manhattan,10/15/2016,10/15/2017,40.707467,-74.0178
M,Staten Island,10/15/2016,10/15/2017,40.606337,-74.14513
M,Manhattan,10/15/2016,10/15/2021,40.798502,-73.96811
F,Manhattan,10/15/2016,10/16/2017,40.706019,-74.00858
M,Manhattan,10/15/2016,11/28/2017,40.776777,-73.9541
M,Manhattan,10/16/2016,11/29/2017,40.786387,-73.97709
M,Staten Island,10/16/2016,10/16/2017,40.631775,-74.09432
M,Manhattan,10/16/2016,10/16/2021,40.741012,-74.00012
M,Manhattan,10/16/2016,10/16/2017,40.709677,-74.00365
F,Manhattan,10/16/2016,12/29/2017,40.781894,-73.95039
M,Manhattan,10/16/2016,10/16/2017,40.826181,-73.9371
M,Manhattan,10/16/2016,10/30/2019,40.727093,-73.97864
F,Manhattan,10/16/2016,05/10/2017,40.798502,-73.96811
F,Manhattan,10/16/2016,10/16/2017,40.71704,-73.987
F,Manhattan,10/16/2016,11/29/2017,40.709677,-74.00365
F,Staten Island,10/16/2016,10/16/2017,40.606337,-74.14513
M,Manhattan,10/16/2016,11/12/2017,40.72596,-73.99834
F,Manhattan,10/16/2016,12/03/2017,40.858704,-73.92853
M,Manhattan,10/16/2016,10/16/2017,40.732509,-73.98935
F,Manhattan,10/16/2016,10/16/2017,40.76842,-73.96045
F,Manhattan,10/16/2016,10/16/2017,40.786387,-73.97709
F,Manhattan,10/16/2016,06/06/2017,40.848764,-73.93496
M,Bronx,10/16/2016,10/16/2017,40.805968,-73.91628
M,Staten Island,10/16/2016,10/16/2018,40.606337,-74.14513
M,Manhattan,10/16/2016,10/16/2019,40.741012,-74.00012
M,Staten Island,10/16/2016,10/16/2017,40.551353,-74.15098
M,Manhattan,10/16/2016,10/16/2017,40.818151,-73.94351
M,Manhattan,10/16/2016,10/16/2019,40.798502,-73.96811
F,Manhattan,10/16/2016,10/16/2017,40.776777,-73.9541
M,Staten Island,10/16/2016,10/16/2017,40.543117,-74.17628
M,Manhattan,10/16/2016,10/16/2017,40.791586,-73.94575
M,Staten Island,10/16/2016,11/06/2017,40.599021,-74.07503
M,Staten Island,10/16/2016,10/16/2017,40.60787,-74.08991
F,Manhattan,10/16/2016,12/01/2017,40.798502,-73.96811
M,Manhattan,10/16/2016,10/16/2017,40.802395,-73.93359
M,Manhattan,10/16/2016,10/16/2021,40.709677,-74.00365
F,Manhattan,10/16/2016,10/16/2017,40.750742,-73.99653
M,Manhattan,10/16/2016,10/16/2017,40.762174,-73.94917
M,Manhattan,10/16/2016,10/16/2017,40.727093,-73.97864
F,Manhattan,10/16/2016,11/17/2018,40.848764,-73.93496
M,Manhattan,10/16/2016,10/16/2017,40.776777,-73.9541
F,Manhattan,10/16/2016,10/16/2017,40.781894,-73.95039
M,Manhattan,10/16/2016,10/16/2017,40.706019,-74.00858
F,Manhattan,10/16/2016,10/16/2017,40.734718,-74.00532
F,Manhattan,10/16/2016,12/01/2017,40.798502,-73.96811
F,Manhattan,10/16/2016,10/16/2017,40.74618,-73.97759
M,Manhattan,10/16/2016,10/16/2017,40.732509,-73.98935
F,Manhattan,10/16/2016,09/15/2017,40.762174,-73.94917
M,Manhattan,10/16/2016,11/10/2017,40.739022,-73.98205
F,Manhattan,10/16/2016,10/16/2017,40.765714,-73.9856
F,Manhattan,10/16/2016,10/16/2017,40.812665,-73.95499
M,Manhattan,10/16/2016,10/16/2017,40.867653,-73.92
M,Manhattan,10/16/2016,10/16/2017,40.775477,-73.9905
M,Manhattan,10/16/2016,10/16/2017,40.755101,-73.99337
F,Manhattan,10/16/2016,10/16/2017,40.741012,-74.00012
M,Manhattan,10/16/2016,01/06/2018,40.72596,-73.99834
F,Manhattan,10/16/2016,10/16/2020,40.776099,-73.98285
M,Manhattan,10/16/2016,10/08/2017,40.776099,-73.98285
F,Manhattan,10/16/2016,10/16/2017,40.776777,-73.9541
F,Bronx,10/16/2016,10/16/2017,40.853017,-73.91214
M,Bronx,10/16/2016,10/16/2017,40.838745,-73.92234
F,Manhattan,10/16/2016,10/16/2019,40.798502,-73.96811
M,Manhattan,10/16/2016,10/16/2019,40.776099,-73.98285
